1,18.600000381469727,61.900001525878906,Tue Aug 18 00:03:09 2015
1,18.600000381469727,61.900001525878906,Tue Aug 18 00:08:09 2015
1,18.600000381469727,62.099998474121094,Tue Aug 18 00:13:10 2015
1,18.799999237060547,61.70000076293945,Tue Aug 18 00:18:16 2015
1,18.799999237060547,61.70000076293945,Tue Aug 18 00:23:17 2015
1,19.200000762939453,60.5,Tue Aug 18 00:28:18 2015
1,19.5,59.79999923706055,Tue Aug 18 00:33:18 2015
1,19.700000762939453,59.400001525878906,Tue Aug 18 00:38:19 2015
1,19.799999237060547,59.099998474121094,Tue Aug 18 00:43:20 2015
1,20.0,58.5,Tue Aug 18 00:48:23 2015
1,20.200000762939453,58.400001525878906,Tue Aug 18 00:53:26 2015
1,20.100000381469727,58.400001525878906,Tue Aug 18 00:58:27 2015
1,20.299999237060547,58.20000076293945,Tue Aug 18 01:03:33 2015
1,20.299999237060547,58.20000076293945,Tue Aug 18 01:08:34 2015
1,20.399999618530273,57.900001525878906,Tue Aug 18 01:13:34 2015
1,20.600000381469727,57.70000076293945,Tue Aug 18 01:18:40 2015
1,20.5,57.70000076293945,Tue Aug 18 01:23:41 2015
1,20.799999237060547,57.29999923706055,Tue Aug 18 01:28:44 2015
1,20.799999237060547,57.29999923706055,Tue Aug 18 01:33:48 2015
1,20.799999237060547,57.29999923706055,Tue Aug 18 01:38:48 2015
1,20.899999618530273,57.0,Tue Aug 18 01:43:54 2015
1,20.899999618530273,57.0,Tue Aug 18 01:48:55 2015
1,21.0,56.900001525878906,Tue Aug 18 01:53:56 2015
1,21.200000762939453,56.79999923706055,Tue Aug 18 01:58:59 2015
1,21.100000381469727,56.70000076293945,Tue Aug 18 02:04:10 2015
1,21.200000762939453,56.70000076293945,Tue Aug 18 02:09:10 2015
1,21.299999237060547,56.599998474121094,Tue Aug 18 02:14:16 2015
1,21.299999237060547,56.599998474121094,Tue Aug 18 02:19:17 2015
1,21.399999618530273,56.5,Tue Aug 18 02:24:18 2015
1,21.399999618530273,56.29999923706055,Tue Aug 18 02:29:26 2015
1,21.399999618530273,56.29999923706055,Tue Aug 18 02:34:27 2015
1,21.5,56.20000076293945,Tue Aug 18 02:39:28 2015
1,21.600000381469727,56.20000076293945,Tue Aug 18 02:44:28 2015
1,21.600000381469727,56.0,Tue Aug 18 02:49:29 2015
1,21.600000381469727,55.900001525878906,Tue Aug 18 02:54:30 2015
1,21.700000762939453,55.79999923706055,Tue Aug 18 02:59:31 2015
1,21.700000762939453,55.79999923706055,Tue Aug 18 03:04:31 2015
1,21.799999237060547,55.70000076293945,Tue Aug 18 03:09:32 2015
1,21.799999237060547,55.5,Tue Aug 18 03:14:33 2015
1,21.899999618530273,55.5,Tue Aug 18 03:19:36 2015
1,21.899999618530273,55.5,Tue Aug 18 03:24:37 2015
1,21.899999618530273,55.29999923706055,Tue Aug 18 03:29:38 2015
1,22.0,55.20000076293945,Tue Aug 18 03:34:38 2015
1,22.0,55.20000076293945,Tue Aug 18 03:39:39 2015
1,22.100000381469727,55.099998474121094,Tue Aug 18 03:44:45 2015
1,22.0,55.0,Tue Aug 18 03:49:46 2015
1,22.200000762939453,55.0,Tue Aug 18 03:54:46 2015
1,22.100000381469727,54.79999923706055,Tue Aug 18 03:59:55 2015
1,22.200000762939453,54.79999923706055,Tue Aug 18 04:04:55 2015
1,22.299999237060547,54.900001525878906,Tue Aug 18 04:09:56 2015
1,22.299999237060547,54.70000076293945,Tue Aug 18 04:15:02 2015
1,22.299999237060547,54.70000076293945,Tue Aug 18 04:20:03 2015
1,22.299999237060547,51.20000076293945,Tue Aug 18 04:25:03 2015
1,21.600000381469727,52.20000076293945,Tue Aug 18 04:30:07 2015
1,21.600000381469727,52.20000076293945,Tue Aug 18 04:35:07 2015
1,21.299999237060547,53.79999923706055,Tue Aug 18 04:40:08 2015
1,20.799999237060547,54.900001525878906,Tue Aug 18 04:45:11 2015
1,20.700000762939453,55.20000076293945,Tue Aug 18 04:50:17 2015
1,20.600000381469727,55.099998474121094,Tue Aug 18 04:55:18 2015
1,20.5,55.5,Tue Aug 18 05:00:19 2015
1,20.5,56.0,Tue Aug 18 05:05:19 2015
1,20.299999237060547,56.099998474121094,Tue Aug 18 05:10:20 2015
1,20.299999237060547,56.79999923706055,Tue Aug 18 05:15:21 2015
1,20.200000762939453,56.79999923706055,Tue Aug 18 05:20:22 2015
1,20.100000381469727,56.79999923706055,Tue Aug 18 05:25:22 2015
1,19.899999618530273,57.20000076293945,Tue Aug 18 05:30:28 2015
1,19.899999618530273,57.20000076293945,Tue Aug 18 05:35:29 2015
1,19.899999618530273,57.70000076293945,Tue Aug 18 05:40:45 2015
1,19.799999237060547,58.0,Tue Aug 18 05:45:55 2015
1,19.700000762939453,58.099998474121094,Tue Aug 18 05:50:59 2015
1,19.700000762939453,58.099998474121094,Tue Aug 18 05:56:00 2015
1,19.700000762939453,58.0,Tue Aug 18 06:01:00 2015
1,19.700000762939453,58.400001525878906,Tue Aug 18 06:06:01 2015
1,19.600000381469727,58.29999923706055,Tue Aug 18 06:11:02 2015
1,19.600000381469727,58.5,Tue Aug 18 06:16:02 2015
1,19.600000381469727,58.599998474121094,Tue Aug 18 06:21:03 2015
1,19.5,58.79999923706055,Tue Aug 18 06:26:04 2015
1,19.5,58.900001525878906,Tue Aug 18 06:31:05 2015
1,19.299999237060547,59.20000076293945,Tue Aug 18 06:36:10 2015
1,19.299999237060547,59.20000076293945,Tue Aug 18 06:41:11 2015
